gX,gY,gZ
-46,-76,138
-25,-64,146
-25,-64,146
-25,-64,146
-25,-64,146
-25,-64,146
-25,-64,146
-25,-64,146
-25,-64,146
-9,-56,159
-9,-56,159
-9,-56,159
-9,-56,159
-9,-56,159
-9,-56,159
-9,-56,159
-9,-56,159
2,-64,165
2,-64,165
2,-64,165
2,-64,165
2,-64,165
2,-64,165
2,-64,165
2,-64,165
2,-64,165
16,-76,165
16,-76,165
16,-76,165
16,-76,165
16,-76,165
16,-76,165
16,-76,165
16,-76,165
30,-80,164
30,-80,164
30,-80,164
30,-80,164
30,-80,164
30,-80,164
30,-80,164
30,-80,164
30,-80,164
45,-82,161
45,-82,161
45,-82,161
45,-82,161
45,-82,161
45,-82,161
45,-82,161
45,-82,161
61,-81,158
61,-81,158
61,-81,158
61,-81,158
61,-81,158
61,-81,158
61,-81,158
61,-81,158
79,-82,156
79,-82,156
79,-82,156
79,-82,156
79,-82,156
79,-82,156
79,-82,156
79,-82,156
79,-82,156
96,-89,150
96,-89,150
96,-89,150
96,-89,150
96,-89,150
96,-89,150
96,-89,150
96,-89,150
111,-100,138
111,-100,138
111,-100,138
111,-100,138
111,-100,138
111,-100,138
111,-100,138
111,-100,122
126,-104,122
126,-104,122
126,-104,122
126,-104,122
126,-104,122
126,-104,122
126,-104,122
142,-98,109
142,-98,109
142,-98,109
142,-98,109
142,-98,109
142,-98,109
142,-98,109
142,-98,100
156,-89,101
156,-89,101
156,-89,101
156,-89,101
156,-89,101
156,-89,101
156,-89,101
156,-81,99
167,-81,99
167,-81,99
167,-81,99
167,-81,99
167,-81,99
167,-81,99
167,-81,99
167,-81,99
172,-73,97
172,-73,97
172,-73,97
172,-73,97
172,-73,97
172,-73,97
172,-73,97
172,-73,97
177,-70,90
177,-70,90
177,-70,90
177,-70,90
177,-70,90
177,-70,90
177,-70,90
177,-70,90
177,-70,77
185,-71,77
185,-71,77
185,-71,77
185,-71,77
185,-71,77
185,-71,77
185,-71,77
185,-71,77
196,-71,60
196,-71,60
196,-71,60
196,-71,60
196,-71,60
196,-71,60
196,-71,60
196,-71,60
208,-68,43
208,-68,43
208,-68,43
208,-68,43
208,-68,43
208,-68,43
208,-68,43
208,-68,43
208,-68,30
217,-62,30
217,-62,30
217,-62,30
217,-62,30
217,-62,30
217,-62,30
217,-62,30
217,-62,30
230,-60,17
230,-60,17
230,-60,17
230,-60,17
230,-60,17
230,-60,17
230,-60,17
230,-60,17
244,-51,11
244,-51,11
244,-51,11
244,-51,11
244,-51,11
244,-51,11
244,-51,11
244,-51,11
244,-51,2
237,-35,2
237,-35,2
237,-35,2
237,-35,2
237,-35,2
237,-35,2
237,-35,2
237,-35,2
237,-35,5
209,-19,5
209,-19,5
209,-19,5
209,-19,5
209,-19,5
209,-19,5
209,-19,5
209,-19,5
209,-19,19
181,-4,19
181,-4,19
181,-4,19
181,-4,19
181,-4,19
181,-4,19
181,-4,19
181,-4,19
163,3,33
163,3,33
163,3,33
163,3,33
163,3,33
163,3,33
163,3,33
163,3,33
163,3,33
163,3,33
157,8,38
157,8,38
157,8,38
157,8,38
157,8,38
157,8,38
157,8,38
157,8,38
157,8,38
157,8,32
159,12,32
159,12,32
159,12,32
159,12,32
159,12,32
159,12,32
159,12,32
159,12,32
159,12,14
162,12,15
162,12,15
162,12,15
162,12,15
162,12,15
162,12,15
162,12,15
162,12,15
162,12,-7
170,6,-7
170,6,-7
170,6,-7
170,6,-7
170,6,-7
170,6,-7
170,6,-7
170,6,-7
170,6,-7
175,4,-29
175,4,-29
175,4,-29
175,4,-29
175,4,-29
175,4,-29
175,4,-29
175,4,-29
175,4,-29
169,14,-41
169,14,-41
169,14,-41
169,14,-41
169,14,-41
169,14,-41
169,14,-41
169,14,-41
169,14,-40
151,30,-40
151,30,-40
151,30,-40
151,30,-40
151,30,-40
151,30,-40
151,30,-40
151,30,-40
125,36,-29
125,36,-29
125,36,-29
125,36,-29
125,36,-29
125,36,-29
125,36,-29
125,36,-29
99,28,-20
99,28,-20
99,28,-20
99,28,-20
99,28,-20
99,28,-20
99,28,-20
99,28,-20
99,28,-20
79,17,-19
79,17,-19
79,17,-19
79,17,-19
79,17,-19
79,17,-19
79,17,-19
79,17,-19
79,17,-19
66,14,-25
66,14,-25
66,14,-25
66,14,-25
66,14,-25
66,14,-25
66,14,-25
66,14,-25
66,14,-25
61,20,-35
61,20,-35
61,20,-35
61,20,-35
61,20,-35
61,20,-35
61,20,-35
61,20,-35
61,20,-35
66,22,-46
66,22,-46
66,22,-46
66,22,-46
66,22,-46
66,22,-46
66,22,-46
66,22,-46
66,22,-46
76,17,-61
76,17,-61
76,17,-61
76,17,-61
76,17,-61
76,17,-61
76,17,-61
76,17,-61
76,17,-61
81,21,-82
81,21,-82
81,21,-82
81,21,-82
81,21,-82
81,21,-82
81,21,-82
81,21,-82
81,21,-82
69,38,-100
69,38,-100
69,38,-100
69,38,-100
69,38,-100
69,38,-100
69,38,-100
69,38,-100
39,58,-108
39,58,-108
39,58,-108
39,58,-108
39,58,-108
39,58,-108
39,58,-108
39,58,-108
39,58,-103
2,83,-103
2,83,-103
2,83,-103
2,83,-103
2,83,-103
2,83,-103
2,83,-103
2,83,-103
2,83,-79
-28,93,-79
-28,93,-79
-28,93,-79
-28,93,-79
-28,93,-79
-28,93,-79
-28,93,-79
-28,93,-79
-34,2,-58
-34,2,-58
-34,2,-58
-34,2,-58
-34,2,-58
-34,2,-58
-34,2,-58
-34,2,-58
-34,2,-58
-34,-91,-46
-34,-91,-46
-34,-91,-46
-34,-91,-46
-34,-91,-46
-34,-91,-46
-34,-91,-46
-34,-91,-46
-49,-120,-44
-49,-120,-44
-49,-120,-44
-49,-120,-44
-49,-120,-44
-49,-120,-44
-49,-120,-44
-68,-121,-67
-68,-121,-67
-68,-121,-67
-68,-121,-67
-68,-121,-67
-68,-121,-67
-68,-121,-67
-68,-121,-83
-113,-66,-83
-113,-66,-83
-113,-66,-83
-113,-66,-83
-113,-66,-83
-113,-66,-83
-113,-66,-83
-125,-17,-97
-125,-17,-97
-125,-17,-97
-125,-17,-97
-125,-17,-97
-125,-17,-97
-125,-17,-97
-87,34,-99
-87,34,-99
-87,34,-99
-87,34,-99
-87,34,-99
-87,34,-99
-87,34,-99
-87,34,-99
-87,34,-81
-29,74,-82
-29,74,-82
-29,74,-82
-29,74,-82
-29,74,-82
-29,74,-82
-29,74,-82
-29,74,-82
10,85,-57
10,85,-57
10,85,-57
10,85,-57
10,85,-57
10,85,-57
10,85,-57
10,85,-57
10,85,-57
15,74,-42
15,74,-42
15,74,-42
15,74,-42
15,74,-42
15,74,-42
15,74,-42
15,74,-42
15,74,-42
2,38,-53
2,38,-53
2,38,-53
2,38,-53
2,38,-53
2,38,-53
2,38,-53
2,38,-53
2,38,-53
2,38,-79
-16,0,-79
-16,0,-79
-16,0,-79
-16,0,-79
-16,0,-79
-16,0,-79
-16,0,-79
-16,0,-79
-16,0,-113
-32,-28,-113
-32,-28,-113
-32,-28,-113
-32,-28,-113
-32,-28,-113
-32,-28,-113
-32,-28,-113
-37,-48,-143
-37,-48,-143
-37,-48,-143
-37,-48,-143
-37,-48,-143
-37,-48,-143
-37,-48,-143
-32,-51,-159
-32,-51,-159
-32,-51,-159
-32,-51,-159
-32,-51,-159
-32,-51,-159
-32,-51,-159
-32,-51,-159
-26,-37,-167
-26,-37,-167
-26,-37,-167
-26,-37,-167
-26,-37,-167
-26,-37,-167
-26,-37,-167
-28,-16,-168
-28,-16,-168
-28,-16,-168
-28,-16,-168
-28,-16,-168
-28,-16,-168
-28,-16,-168
-28,8,-166
-38,8,-166
-38,8,-166
-38,8,-166
-38,8,-166
-38,8,-166
-38,8,-166
-38,8,-166
-38,8,-166
-52,31,-166
-52,31,-166
-52,31,-166
-52,31,-166
-52,31,-166
-52,31,-166
-52,31,-166
-52,31,-161
-66,43,-163
-66,43,-163
-66,43,-163
-66,43,-163
-66,43,-163
-66,43,-163
-66,43,-163
-66,43,-155
-77,38,-155
-77,38,-155
-77,38,-155
-77,38,-155
-77,38,-155
-77,38,-155
-77,38,-155
-87,22,-146
-87,22,-146
-87,22,-146
-87,22,-146
-87,22,-146
-87,22,-146
-87,22,-146
-87,22,-146
-96,0,-146
-96,0,-146
-96,0,-146
-96,0,-146
-96,0,-146
-96,0,-146
-96,0,-146
-96,0,-146
-96,-18,-158
-102,-19,-158
-102,-19,-158
-102,-19,-158
-102,-19,-158
-102,-19,-158
-102,-19,-158
-102,-28,-171
-106,-27,-171
-106,-27,-171
-106,-27,-171
-106,-27,-171
-106,-27,-171
-106,-27,-171
-110,-22,-177
-109,-22,-177
-109,-22,-177
-109,-22,-177
-109,-22,-177
-109,-22,-177
-109,-22,-177
-108,-2,-169
-108,-2,-169
-108,-2,-169
-108,-2,-169
-108,-2,-169
-108,-2,-169
-108,-2,-169
-108,-2,-169
-103,23,-152
-103,23,-152
-103,23,-152
-103,23,-152
-103,23,-152
-103,23,-152
-103,23,-152
-103,36,-131
-103,36,-131
-103,36,-131
-103,36,-131
-103,36,-131
-103,36,-131
-103,36,-131
-108,29,-109
-111,29,-109
-111,29,-109
-111,29,-109
-111,29,-109
-111,29,-109
-111,29,-109
-111,29,-109
-126,10,-89
-126,10,-89
-126,10,-89
-126,10,-89
-126,10,-89
-126,10,-89
-126,10,-89
-126,10,-74
-147,-9,-74
-147,-9,-74
-147,-9,-74
-147,-9,-74
-147,-9,-74
-147,-9,-74
-147,-9,-74
-172,-31,-62
-172,-31,-62
-172,-31,-62
-172,-31,-62
-172,-31,-62
-172,-31,-62
-172,-31,-62
-172,-31,-62
-189,-46,-50
-189,-46,-50
-189,-46,-50
-189,-46,-50
-189,-46,-50
-189,-46,-50
-189,-46,-50
-197,-54,-37
-197,-54,-37
-197,-54,-37
-197,-54,-37
-197,-54,-37
-197,-54,-37
-197,-54,-37
-201,-58,-23
-199,-58,-23
-199,-58,-23
-199,-58,-23
-199,-58,-23
-199,-58,-23
-199,-58,-23
-199,-58,-23
-202,-63,-9
-202,-63,-9
-202,-63,-9
-202,-63,-9
-202,-63,-9
-202,-63,-9
-202,-63,-9
-202,-63,2
-205,-67,2
-205,-67,2
-205,-67,2
-205,-67,2
-205,-67,2
-205,-67,2
-205,-67,2
-205,-67,2
-206,-71,14
-206,-71,14
-206,-71,14
-206,-71,14
-206,-71,14
-206,-71,14
-206,-71,14
-206,-71,14
-206,-73,27
-206,-73,27
-206,-73,27
-206,-73,27
-206,-73,27
-206,-73,27
-206,-73,27
-206,-73,38
-203,-74,38
-203,-74,38
-203,-74,38
-203,-74,38
-203,-74,38
-203,-74,38
-203,-74,38
-203,-75,53
-199,-75,53
-199,-75,53
-199,-75,53
-199,-75,53
-199,-75,53
-199,-75,53
-199,-75,53
-193,-77,71
-193,-77,71
-193,-77,71
-193,-77,71
-193,-77,71
-193,-77,71
-193,-77,71
-193,-77,71
-187,-81,85
-187,-81,85
-187,-81,85
-187,-81,85
-187,-81,85
-187,-81,85
-187,-81,85
-187,-81,85
-179,-89,95
-179,-89,95
-179,-89,95
-179,-89,95
-179,-89,95
-179,-89,95
-179,-89,95
-179,-89,95
-171,-100,103
-171,-100,103
-171,-100,103
-171,-100,103
-171,-100,103
-171,-100,103
-171,-100,103
-162,-108,107
-162,-108,107
-162,-108,107
-162,-108,107
-162,-108,107
-162,-108,107
-162,-108,107
-152,-115,110
-152,-115,110
-152,-115,110
-152,-115,110
-152,-115,110
-152,-115,110
-152,-115,115
-140,-123,114
-140,-123,114
-140,-123,114
-140,-123,114
-140,-123,114
-140,-123,114
-140,-123,119
-127,-128,119
-127,-128,119
-127,-128,119
-127,-128,119
-127,-128,119
-127,-128,119
-127,-128,128
-111,-128,128
-111,-128,128
-111,-128,128
-111,-128,128
-111,-128,128
-111,-128,128
-111,-128,135
-96,-127,135
-96,-127,135
-96,-127,135
-96,-127,135
-96,-127,135
-96,-127,135
-96,-127,135
-83,-127,140
-83,-127,140
-83,-127,140
-83,-127,140
-83,-127,140
-83,-127,140
-83,-127,140
-72,-128,142
-72,-128,142
-72,-128,142
-72,-128,142
-72,-128,142
-72,-128,142
-72,-128,142
-72,-133,143
-62,-130,143
-62,-130,143
-62,-130,143
-62,-130,143
-62,-130,143
-62,-130,143
-62,-130,143
-50,-133,143
-50,-133,143
-50,-133,143
-50,-133,143
-50,-133,143
-50,-133,143
-50,-133,143
-38,-135,143
-38,-135,143
-38,-135,143
-38,-135,143
-38,-135,143
-38,-135,143
-38,-135,143
-38,-135,143
-24,-137,143
-24,-137,143
-24,-137,143
-24,-137,143
-24,-137,143
-24,-137,143
-24,-137,143
-9,-140,140
-9,-140,140
-9,-140,140
-9,-140,140
-9,-140,140
-9,-140,140
-9,-140,140
-9,-140,140
6,-142,133
6,-142,133
6,-142,133
6,-142,133
6,-142,133
6,-142,133
6,-142,133
6,-142,133
28,-142,123
28,-142,123
28,-142,123
28,-142,123
28,-142,123
28,-142,123
28,-142,123
28,-142,123
55,-140,113
55,-140,113
55,-140,113
55,-140,113
55,-140,113
55,-140,113
55,-140,113
55,-140,104
81,-135,105
81,-135,105
81,-135,105
81,-135,105
81,-135,105
81,-135,105
81,-135,105
81,-126,98
105,-129,98
105,-129,98
105,-129,98
105,-129,98
105,-129,98
105,-129,98
105,-129,98
121,-122,89
121,-122,89
121,-122,89
121,-122,89
121,-122,89
121,-122,89
121,-122,89
121,-122,89
123,-112,82
123,-112,82
123,-112,82
123,-112,82
123,-112,82
123,-112,82
123,-112,82
123,-112,82
122,-98,78
122,-98,78
122,-98,78
122,-98,78
122,-98,78
122,-98,78
122,-98,78
122,-98,78
127,-83,75
127,-83,75
127,-83,75
127,-83,75
127,-83,75
127,-83,75
127,-83,75
127,-83,75
127,-83,75
138,-74,72
138,-74,72
138,-74,72
138,-74,72
138,-74,72
138,-74,72
138,-74,72
138,-74,72
152,-70,68
152,-70,68
152,-70,68
152,-70,68
152,-70,68
152,-70,68
152,-70,68
152,-70,68
161,-71,60
164,-71,60
164,-71,60
164,-71,60
164,-71,60
164,-71,60
164,-71,60
164,-71,60
164,-71,60
173,-73,52
173,-73,52
173,-73,52
173,-73,52
173,-73,52
173,-73,52
173,-73,52
173,-73,52
182,-68,46
182,-68,46
182,-68,46
182,-68,46
182,-68,46
182,-68,46
182,-68,46
182,-68,46
182,-59,44
186,-60,44
186,-60,44
186,-60,44
186,-60,44
186,-60,44
186,-60,44
186,-60,44
186,-60,44
187,-55,39
187,-55,39
187,-55,39
187,-55,39
187,-55,39
187,-55,39
187,-55,39
187,-55,39
187,-54,28
187,-54,28
187,-54,28
187,-54,28
187,-54,28
187,-54,28
187,-54,28
187,-54,28
187,-54,15
188,-52,15
188,-52,15
188,-52,15
188,-52,15
188,-52,15
188,-52,15
188,-52,15
188,-52,15
189,-45,7
189,-45,7
189,-45,7
189,-45,7
189,-45,7
189,-45,7
189,-45,7
189,-45,7
189,-45,7
191,-32,1
191,-32,1
191,-32,1
191,-32,1
191,-32,1
191,-32,1
191,-32,1
191,-32,1
191,-32,1
190,-21,-3
190,-21,-3
190,-21,-3
190,-21,-3
190,-21,-3
190,-21,-3
190,-21,-3
190,-21,-3
180,-17,-11
180,-17,-11
180,-17,-11
180,-17,-11
180,-17,-11
180,-17,-11
180,-17,-11
180,-17,-11
161,-14,-20
161,-14,-20
161,-14,-20
161,-14,-20
161,-14,-20
161,-14,-20
161,-14,-20
161,-14,-20
144,0,-20
144,0,-20
144,0,-20
144,0,-20
144,0,-20
144,0,-20
144,0,-20
144,0,-20
144,0,-20
154,14,-19
154,14,-19
154,14,-19
154,14,-19
154,14,-19
154,14,-19
154,14,-19
154,14,-19
171,20,-13
171,20,-13
171,20,-13
171,20,-13
171,20,-13
171,20,-13
171,20,-13
171,20,-13
167,26,-8
166,26,-8
166,26,-8
166,26,-8
166,26,-8
166,26,-8
166,26,-8
166,26,-8
166,26,-8
153,30,-9
155,30,-9
155,30,-9
155,30,-9
155,30,-9
155,30,-9
155,30,-9
155,30,-9
155,30,-9
148,29,-15
148,29,-15
148,29,-15
148,29,-15
148,29,-15
148,29,-15
148,29,-15
148,29,-15
148,29,-15
141,24,-26
141,24,-26
141,24,-26
141,24,-26
141,24,-26
141,24,-26
141,24,-26
141,24,-26
134,21,-41
134,21,-41
134,21,-41
134,21,-41
134,21,-41
134,21,-41
134,21,-41
134,21,-41
125,25,-55
125,25,-55
125,25,-55
125,25,-55
125,25,-55
125,25,-55
125,25,-55
125,25,-55
125,25,-55
112,36,-65
112,36,-65
112,36,-65
112,36,-65
112,36,-65
112,36,-65
112,36,-65
112,36,-65
100,50,-66
100,50,-66
100,50,-66
100,50,-66
100,50,-66
100,50,-66
100,50,-66
100,50,-66
86,56,-63
89,56,-63
89,56,-63
89,56,-63
89,56,-63
89,56,-63
89,56,-63
89,56,-63
89,56,-63
84,49,-61
81,49,-61
81,49,-61
81,49,-61
81,49,-61
81,49,-61
81,49,-61
81,49,-61
81,49,-61
77,37,-62
77,37,-62
77,37,-62
77,37,-62
77,37,-62
77,37,-62
77,37,-62
77,37,-62
77,37,-62
74,25,-67
74,25,-67
74,25,-67
74,25,-67
74,25,-67
74,25,-67
74,25,-67
74,25,-67
74,25,-67
74,20,-76
74,20,-76
74,20,-76
74,20,-76
74,20,-76
74,20,-76
74,20,-76
74,20,-76
74,20,-76
76,21,-84
76,21,-84
76,21,-84
76,21,-84
76,21,-84
76,21,-84
76,21,-84
76,21,-84
76,21,-84
82,30,-95
82,30,-95
82,30,-95
82,30,-95
82,30,-95
82,30,-95
82,30,-95
82,30,-95
82,30,-95
90,41,-105
90,41,-105
90,41,-105
90,41,-105
90,41,-105
90,41,-105
90,41,-105
90,41,-105
90,41,-114
95,48,-114
95,48,-114
95,48,-114
95,48,-114
95,48,-114
95,48,-114
95,48,-114
95,48,-114
91,49,-121
91,49,-121
91,49,-121
91,49,-121
91,49,-121
91,49,-121
91,49,-121
91,49,-121
78,43,-127
78,43,-127
78,43,-127
78,43,-127
78,43,-127
78,43,-127
78,43,-127
78,43,-127
78,43,-131
60,33,-131
60,33,-131
60,33,-131
60,33,-131
60,33,-131
60,33,-131
60,33,-131
60,33,-131
47,17,-131
47,17,-131
47,17,-131
47,17,-131
47,17,-131
47,17,-131
47,17,-131
47,17,-131
42,0,-130
42,0,-130
42,0,-130
42,0,-130
42,0,-130
42,0,-130
42,0,-130
42,0,-130
42,0,-130
43,-6,-130
43,-6,-130
43,-6,-130
43,-6,-130
43,-6,-130
43,-6,-130
43,-6,-130
43,-6,-130
43,-6,-121
45,-4,-125
45,-4,-125
45,-4,-125
45,-4,-125
45,-4,-125
45,-4,-125
45,-4,-125
45,-4,-125
46,3,-115
46,3,-115
46,3,-115
46,3,-115
46,3,-115
46,3,-115
46,3,-115
46,3,-115
46,3,-115
45,10,-107
45,10,-107
45,10,-107
45,10,-107
45,10,-107
45,10,-107
45,10,-107
45,10,-107
41,11,-104
41,11,-104
41,11,-104
41,11,-104
41,11,-104
41,11,-104
41,11,-104
41,11,-104
41,11,-109
37,3,-108
37,3,-108
37,3,-108
37,3,-108
37,3,-108
37,3,-108
37,3,-108
37,3,-108
37,3,-112
34,-7,-112
34,-7,-112
34,-7,-112
34,-7,-112
34,-7,-112
34,-7,-112
34,-7,-112
34,-7,-112
33,-13,-117
33,-13,-117
33,-13,-117
33,-13,-117
33,-13,-117
33,-13,-117
33,-13,-117
33,-13,-117
32,-7,-118
32,-7,-118
32,-7,-118
32,-7,-118
32,-7,-118
32,-7,-118
32,-7,-118
32,-7,-118
28,4,-109
28,4,-109
28,4,-109
28,4,-109
28,4,-109
28,4,-109
28,4,-109
28,4,-109
28,4,-109
22,10,-96
22,10,-96
22,10,-96
22,10,-96
22,10,-96
22,10,-96
22,10,-96
22,10,-96
22,10,-96
15,4,-90
15,4,-90
15,4,-90
15,4,-90
15,4,-90
15,4,-90
15,4,-90
15,4,-90
15,4,-90
15,4,-95
7,-8,-95
7,-8,-95
7,-8,-95
7,-8,-95
7,-8,-95
7,-8,-95
7,-8,-95
7,-8,-95
7,-8,-95
-1,-19,-102
-1,-19,-102
-1,-19,-102
-1,-19,-102
-1,-19,-102
-1,-19,-102
-1,-19,-102
-1,-19,-102
-13,-26,-107
-13,-26,-107
-13,-26,-107
-13,-26,-107
-13,-26,-107
-13,-26,-107
-13,-26,-107
-13,-26,-113
-29,-28,-113
-29,-28,-113
-29,-28,-113
-29,-28,-113
-29,-28,-113
-29,-28,-113
-29,-28,-113
-44,-23,-118
-44,-23,-118
-44,-23,-118
-44,-23,-118
-44,-23,-118
-44,-23,-118
-44,-23,-118
-58,-17,-119
-58,-17,-119
-58,-17,-119
-58,-17,-119
-58,-17,-119
-58,-17,-119
-58,-17,-119
-58,-17,-119
-67,-12,-118
-67,-12,-118
-67,-12,-118
-67,-12,-118
-67,-12,-118
-67,-12,-118
-67,-12,-118
-74,-14,-119
-74,-14,-119
-74,-14,-119
-74,-14,-119
-74,-14,-119
-74,-14,-119
-74,-14,-119
-80,-17,-125
-80,-17,-125
-80,-17,-125
-80,-17,-125
-80,-17,-125
-80,-17,-125
-80,-17,-125
-80,-17,-125
-89,-15,-133
-89,-15,-133
-89,-15,-133
-89,-15,-133
-89,-15,-133
-89,-15,-133
-89,-15,-133
-103,-8,-135
-103,-8,-135
-103,-8,-135
-103,-8,-135
-103,-8,-135
-103,-8,-135
-103,-8,-135
-117,1,-127
-118,1,-127
-118,1,-127
-118,1,-127
-118,1,-127
-118,1,-127
-118,1,-127
-118,1,-127
-132,4,-105
-132,4,-105
-132,4,-105
-132,4,-105
-132,4,-105
-132,4,-105
-132,4,-105
-132,4,-105
-142,-5,-85
-142,-5,-85
-142,-5,-85
-142,-5,-85
-142,-5,-85
-142,-5,-85
-142,-5,-85
-142,-5,-85
-153,-23,-78
-153,-23,-78
-153,-23,-78
-153,-23,-78
-153,-23,-78
-153,-23,-78
-153,-23,-78
-163,-42,-80
-163,-42,-80
-163,-42,-80
-163,-42,-80
-163,-42,-80
-163,-42,-80
-163,-42,-80
-163,-42,-84
-170,-48,-81
-170,-48,-81
-170,-48,-81
-170,-48,-81
-170,-48,-81
-170,-48,-81
-170,-48,-81
-173,-40,-73
-173,-40,-73
-173,-40,-73
-173,-40,-73
-173,-40,-73
-173,-40,-73
-173,-40,-73
-177,-26,-56
-177,-26,-56
-177,-26,-56
-177,-26,-56
-177,-26,-56
-177,-26,-56
-177,-26,-56
-177,-26,-56
-185,-20,-45
-185,-20,-45
-185,-20,-45
-185,-20,-45
-185,-20,-45
-185,-20,-45
-185,-20,-45
-197,-22,-35
-197,-22,-35
-197,-22,-35
-197,-22,-35
-197,-22,-35
-197,-22,-35
-197,-22,-35
-211,-30,-23
-211,-30,-23
-211,-30,-23
-211,-30,-23
-211,-30,-23
-211,-30,-23
-211,-30,-23
-211,-30,-23
-223,-37,-10
-223,-37,-10
-223,-37,-10
-223,-37,-10
-223,-37,-10
-223,-37,-10
-223,-37,-10
-228,-45,0
-228,-45,0
-228,-45,0
-228,-45,0
-228,-45,0
-228,-45,0
-228,-45,0
-228,-45,0
-228,-60,4
-226,-60,4
-226,-60,4
-226,-60,4
-226,-60,4
-226,-60,4
-226,-60,4
-226,-60,4
-226,-60,4
-220,-68,5
-220,-68,5
-220,-68,5
-220,-68,5
-220,-68,5
-220,-68,5
-220,-68,5
-220,-68,5
-208,-68,7
-208,-68,7
-208,-68,7
-208,-68,7
-208,-68,7
-208,-68,7
-208,-68,7
-208,-68,7
-208,-68,11
-196,-71,11
-196,-71,11
-196,-71,11
-196,-71,11
-196,-71,11
-196,-71,11
-196,-71,11
-189,-69,20
-189,-69,20
-189,-69,20
-189,-69,20
-189,-69,20
-189,-69,20
-189,-69,20
-189,-69,20
-186,-66,30
-186,-66,30
-186,-66,30
-186,-66,30
-186,-66,30
-186,-66,30
-186,-66,30
-186,-66,30
-184,-64,41
-184,-64,41
-184,-64,41
-184,-64,41
-184,-64,41
-184,-64,41
-184,-64,41
-184,-64,41
-183,-65,52
-183,-65,52
-183,-65,52
-183,-65,52
-183,-65,52
-183,-65,52
-183,-65,52
-183,-65,64
-182,-72,64
-182,-72,64
-182,-72,64
-182,-72,64
-182,-72,64
-182,-72,64
-182,-72,64
-182,-83,74
-179,-83,74
-179,-83,74
-179,-83,74
-179,-83,74
-179,-83,74
-179,-83,74
-179,-83,74
-174,-97,82
-174,-97,82
-174,-97,82
-174,-97,82
-174,-97,82
-174,-97,82
-174,-97,82
-174,-97,82
-164,-111,88
-164,-111,88
-164,-111,88
-164,-111,88
-164,-111,88
-164,-111,88
-164,-111,88
-151,-120,92
-151,-120,92
-151,-120,92
-151,-120,92
-151,-120,92
-151,-120,92
-151,-120,92
-151,-120,92
-138,-125,95
-138,-125,95
-138,-125,95
-138,-125,95
-138,-125,95
-138,-125,95
-138,-125,95
-123,-133,97
-123,-133,97
-123,-133,97
-123,-133,97
-123,-133,97
-123,-133,97
-123,-133,97
-123,-147,101
-106,-143,101
-106,-143,101
-106,-143,101
-106,-143,101
-106,-143,101
-106,-143,101
-89,-147,106
-86,-147,106
-86,-147,106
-86,-147,106
-86,-147,106
-86,-147,106
-86,-147,106
-86,-147,106
-66,-143,111
-66,-143,111
-66,-143,111
-66,-143,111
-66,-143,111
-66,-143,111
-66,-143,111
-47,-136,118
-47,-136,118
-47,-136,118
-47,-136,118
-47,-136,118
-47,-136,118
-47,-136,118
-47,-132,127
-31,-132,127
-31,-132,127
-31,-132,127
-31,-132,127
-31,-132,127
-31,-132,127
-31,-132,127
-16,-135,135
-16,-135,135
-16,-135,135
-16,-135,135
-16,-135,135
-16,-135,135
-16,-135,135
0,-145,139
0,-145,139
0,-145,139
0,-145,139
0,-145,139
0,-145,139
0,-145,139
0,-145,139
0,-159,136
14,-160,136
14,-160,136
14,-160,136
14,-160,136
14,-160,136
14,-160,136
14,-160,136
27,-167,130
27,-167,130
27,-167,130
27,-167,130
27,-167,130
27,-167,130
27,-167,130
27,-167,130
39,-165,124
39,-165,124
39,-165,124
39,-165,124
39,-165,124
39,-165,124
39,-165,124
39,-165,124
53,-158,119
53,-158,119
53,-158,119
53,-158,119
53,-158,119
53,-158,119
53,-158,119
53,-158,119
68,-147,114
68,-147,114
68,-147,114
68,-147,114
68,-147,114
68,-147,114
68,-147,114
68,-147,110
86,-134,109
86,-134,109
86,-134,109
86,-134,109
86,-134,109
86,-134,109
86,-134,109
86,-121,105
99,-121,105
99,-121,105
99,-121,105
99,-121,105
99,-121,105
99,-121,105
99,-121,105
108,-111,101
108,-111,101
108,-111,101
108,-111,101
108,-111,101
108,-111,101
108,-111,101
108,-111,101
113,-101,97
113,-101,97
113,-101,97
113,-101,97
113,-101,97
113,-101,97
113,-101,97
113,-89,93
119,-89,93
119,-89,93
119,-89,93
119,-89,93
119,-89,93
119,-89,93
119,-89,93
119,-89,93
130,-82,88
130,-82,88
130,-82,88
130,-82,88
130,-82,88
130,-82,88
130,-82,88
130,-82,88
143,-80,82
143,-80,82
143,-80,82
143,-80,82
143,-80,82
143,-80,82
143,-80,82
143,-80,82
143,-80,71
159,-79,71
159,-79,71
159,-79,71
159,-79,71
159,-79,71
159,-79,71
159,-79,71
159,-79,71
173,-78,57
173,-78,57
173,-78,57
173,-78,57
173,-78,57
173,-78,57
173,-78,57
173,-78,57
182,-77,39
182,-77,39
182,-77,39
182,-77,39
182,-77,39
182,-77,39
182,-77,39
182,-77,39
182,-77,24
183,-70,24
183,-70,24
183,-70,24
183,-70,24
183,-70,24
183,-70,24
183,-70,24
183,-70,24
179,-50,16
179,-50,16
179,-50,16
179,-50,16
179,-50,16
179,-50,16
179,-50,16
179,-50,16
178,-28,16
178,-28,16
178,-28,16
178,-28,16
178,-28,16
178,-28,16
